booking_id,booking_date,checkin_date,checkout_date,city,hotel_type,room_type,length_of_stay,adults,children,customer_segment,booking_month,checkin_month,checkin_day_of_week,is_weekend_checkin,is_peak_season,is_special_event,lead_time_days,occupancy_rate,base_adr,competitor_adr,dynamic_adr,total_revenue,price_change_from_base
HB007798,2023-10-14,2024-04-09,2024-04-11,Chennai,Resort,Suite,2,1,1,Business,10,4,1,0,1,0,178,0.918,5800,10462.86,36475.89,72951.79,528.89
HB007799,2023-09-21,2024-01-31,2024-02-06,Bangalore,Business,Executive,6,3,0,Group,9,1,2,0,1,0,132,0.95,6200,6258.33,16340.37,98042.25,163.55
HB007800,2023-11-21,2024-01-04,2024-01-05,Hyderabad,Resort,Standard,1,2,1,Leisure,11,1,3,0,1,0,44,0.928,5500,10041.65,16531.85,16531.85,200.58
HB007801,2023-11-22,2024-04-04,2024-04-05,Delhi,Resort,Executive,1,2,2,Leisure,11,4,3,0,1,0,134,0.95,6800,13126.91,33676.8,33676.8,395.25
HB007802,2023-12-27,2024-03-29,2024-04-01,Bangalore,Luxury,Standard,3,2,2,Business,12,3,4,0,0,0,93,0.816,6200,11237.87,13588.57,40765.7,119.17
HB007803,2023-04-09,2023-05-19,2023-05-26,Goa,Resort,Standard,7,3,0,Business,4,5,4,0,1,0,40,0.945,8500,15674.7,25273.16,176912.11,197.33
HB007804,2024-06-09,2024-08-14,2024-08-16,Hyderabad,Resort,Suite,2,3,0,Leisure,6,8,2,0,0,0,66,0.718,5500,10351.2,18280.49,36560.97,232.37
HB007805,2024-01-30,2024-03-12,2024-03-17,Delhi,Boutique,Standard,5,1,2,Business,1,3,1,0,0,0,42,0.825,6800,9097.09,9542.89,47714.44,40.34
HB007806,2024-09-12,2024-10-09,2024-10-13,Mumbai,Resort,Suite,4,4,0,Leisure,9,10,2,0,1,0,27,0.911,7500,14669.87,49544.93,198179.74,560.6
HB007807,2024-05-07,2024-09-19,2024-09-20,Chennai,Luxury,Executive,1,1,0,Leisure,5,9,3,0,0,1,135,0.721,5800,11076.41,21549.76,21549.76,271.55
HB007808,2024-08-25,2024-09-20,2024-09-24,Bangalore,Boutique,Deluxe,4,4,0,Leisure,8,9,4,0,0,0,26,0.78,6200,8270.88,11674.19,46696.75,88.29
HB007809,2024-07-10,2024-08-28,2024-09-03,Pune,Luxury,Suite,6,1,0,Leisure,7,8,2,0,0,0,49,0.718,5200,11024.52,18694.76,112168.58,259.51
HB007810,2024-05-28,2024-06-23,2024-06-30,Kolkata,Luxury,Suite,7,2,2,Business,5,6,6,1,0,0,26,0.68,4800,9996.15,21198.25,148387.77,341.63
HB007811,2022-10-13,2023-03-18,2023-03-21,Kolkata,Boutique,Suite,3,4,0,Business,10,3,5,1,0,0,156,0.717,4800,6983.39,14344.37,43033.12,198.84
HB007812,2024-03-14,2024-08-12,2024-08-18,Delhi,Budget,Deluxe,6,4,0,Leisure,3,8,0,0,0,0,151,0.681,6800,4255.72,4553.28,27319.65,-33.04
HB007813,2024-01-07,2024-01-12,2024-01-13,Goa,Resort,Suite,1,4,0,Leisure,1,1,4,0,1,0,5,0.95,8500,16803.6,69127.0,69127.0,713.26
HB007814,2023-09-02,2024-02-03,2024-02-08,Mumbai,Business,Executive,5,2,1,Leisure,9,2,5,1,0,0,154,0.789,7500,6950.12,14120.4,70601.98,88.27
HB007815,2024-01-31,2024-03-17,2024-03-18,Delhi,Business,Suite,1,2,1,Business,1,3,6,1,0,0,46,0.7,6800,7282.57,14272.93,14272.93,109.9
HB007816,2023-06-07,2023-09-08,2023-09-12,Goa,Budget,Executive,4,1,0,Leisure,6,9,4,0,0,0,93,0.848,8500,4961.5,8711.7,34846.79,2.49
HB007817,2023-01-05,2023-05-21,2023-05-26,Kolkata,Business,Suite,5,4,0,Leisure,1,5,6,1,1,0,136,0.851,4800,4520.06,16332.33,81661.67,240.26
HB007818,2023-01-19,2023-01-22,2023-01-25,Mumbai,Luxury,Standard,3,3,0,Leisure,1,1,6,1,1,0,3,0.932,7500,14594.31,39509.03,118527.09,426.79
HB007819,2024-03-17,2024-04-03,2024-04-07,Delhi,Boutique,Executive,4,2,1,Leisure,3,4,2,0,1,0,17,0.9,6800,9597.93,26534.56,106138.24,290.21
HB007820,2023-08-28,2023-11-17,2023-11-23,Kolkata,Boutique,Standard,6,1,1,Leisure,8,11,4,0,1,0,81,0.95,4800,6149.44,10765.96,64595.75,124.29
HB007821,2024-07-16,2024-12-24,2024-12-29,Hyderabad,Boutique,Standard,5,2,0,Business,7,12,1,0,1,1,161,0.927,5500,8354.72,16073.38,80366.9,192.24
HB007822,2023-09-01,2023-10-02,2023-10-07,Goa,Boutique,Executive,5,2,1,Business,9,10,0,0,1,0,31,0.925,8500,12906.87,31826.9,159134.49,274.43
HB007823,2024-09-01,2024-11-12,2024-11-19,Kolkata,Budget,Executive,7,1,1,Business,9,11,1,0,1,1,72,0.95,4800,2916.17,10254.73,71783.13,113.64
HB007824,2023-03-26,2023-07-01,2023-07-06,Mumbai,Budget,Standard,5,2,2,Leisure,3,7,5,1,0,0,97,0.867,7500,4906.94,5918.34,29591.7,-21.09
HB007825,2024-06-14,2024-06-19,2024-06-23,Bangalore,Boutique,Deluxe,4,2,2,Leisure,6,6,2,0,0,0,5,0.738,6200,8779.5,13818.09,55272.37,122.87
HB007826,2023-12-05,2024-01-11,2024-01-15,Kolkata,Luxury,Executive,4,1,2,Business,12,1,3,0,1,0,37,0.878,4800,8824.32,24031.85,96127.41,400.66
HB007827,2024-04-19,2024-10-02,2024-10-04,Mumbai,Luxury,Executive,2,3,0,Leisure,4,10,2,0,1,0,166,0.95,7500,15566.69,42612.07,85224.15,468.16
HB007828,2024-06-15,2024-12-07,2024-12-10,Kolkata,Resort,Suite,3,1,2,Leisure,6,12,5,1,1,0,175,0.95,4800,9479.05,36080.31,108240.93,651.67
HB007829,2023-05-25,2023-07-01,2023-07-05,Pune,Boutique,Standard,4,2,0,Leisure,5,7,5,1,0,0,37,0.713,5200,7746.23,7821.15,31284.62,50.41
HB007830,2023-09-13,2024-01-13,2024-01-19,Kolkata,Business,Deluxe,6,4,0,Group,9,1,5,1,1,0,122,0.95,4800,4955.98,12326.85,73961.07,156.81
HB007831,2023-04-23,2023-07-26,2023-07-31,Kolkata,Boutique,Standard,5,4,0,Business,4,7,2,0,0,0,94,0.686,4800,6051.44,5538.9,27694.5,15.39
HB007832,2022-12-31,2023-01-15,2023-01-19,Pune,Budget,Executive,4,3,0,Business,12,1,6,1,1,0,15,0.923,5200,2917.17,10715.68,42862.74,106.07
HB007833,2024-04-17,2024-10-05,2024-10-12,Kolkata,Resort,Deluxe,7,3,0,Group,4,10,5,1,1,0,171,0.901,4800,8445.07,20200.93,141406.53,320.85
HB007834,2022-12-15,2023-04-12,2023-04-19,Hyderabad,Budget,Suite,7,3,0,Business,12,4,2,0,1,0,118,0.896,5500,3265.31,10362.9,72540.28,88.42
HB007835,2024-02-01,2024-04-30,2024-05-05,Delhi,Budget,Deluxe,5,4,0,Group,2,4,1,0,1,0,89,0.95,6800,3818.95,8808.72,44043.58,29.54
HB007836,2024-02-13,2024-07-04,2024-07-09,Hyderabad,Resort,Standard,5,2,1,Group,2,7,3,0,0,0,142,0.7,5500,9462.28,8630.08,43150.39,56.91
HB007837,2024-11-18,2024-11-25,2024-12-02,Delhi,Budget,Standard,7,2,2,Leisure,11,11,0,0,1,0,7,0.89,6800,3991.87,8505.91,59541.36,25.09
HB007838,2023-11-29,2024-01-22,2024-01-27,Goa,Luxury,Suite,5,2,2,Business,11,1,0,0,1,0,54,0.95,8500,18208.43,55073.07,275365.34,547.92
HB007839,2023-01-23,2023-03-22,2023-03-27,Mumbai,Business,Suite,5,1,0,Leisure,1,3,2,0,0,0,58,0.81,7500,7975.41,15670.74,78353.68,108.94
HB007840,2024-02-13,2024-03-27,2024-03-31,Delhi,Resort,Suite,4,3,0,Business,2,3,2,0,0,1,43,0.795,6800,11720.07,30422.56,121690.23,347.39
HB007841,2023-03-28,2023-06-26,2023-07-01,Chennai,Resort,Standard,5,2,0,Business,3,6,0,0,0,0,90,0.741,5800,11384.69,9814.98,49074.88,69.22
HB007842,2024-09-15,2024-11-19,2024-11-23,Mumbai,Business,Deluxe,4,2,2,Business,9,11,1,0,1,0,65,0.95,7500,7750.89,16545.51,66182.03,120.61
HB007843,2022-10-20,2023-03-13,2023-03-20,Pune,Luxury,Executive,7,2,0,Business,10,3,0,0,0,1,144,0.772,5200,9893.35,20624.85,144373.92,296.63
HB007844,2023-04-19,2023-04-30,2023-05-02,Chennai,Resort,Standard,2,3,0,Leisure,4,4,6,1,1,0,11,0.94,5800,9616.68,23915.87,47831.74,312.34
HB007845,2024-06-06,2024-08-09,2024-08-10,Chennai,Boutique,Standard,1,4,0,Group,6,8,4,0,0,0,64,0.7,5800,8394.55,7383.1,7383.1,27.29
HB007846,2023-02-04,2023-03-27,2023-04-01,Kolkata,Boutique,Deluxe,5,3,0,Leisure,2,3,0,0,0,0,51,0.753,4800,6892.57,7774.4,38871.98,61.97
HB007847,2023-04-06,2023-07-17,2023-07-20,Hyderabad,Business,Suite,3,2,2,Business,4,7,0,0,0,0,102,0.714,5500,5565.17,10614.86,31844.59,93.0
HB007848,2023-11-07,2023-11-11,2023-11-15,Goa,Resort,Standard,4,1,0,Business,11,11,5,1,1,1,4,0.928,8500,16595.37,49202.89,196811.54,478.86
HB007849,2023-06-08,2023-10-14,2023-10-16,Chennai,Business,Suite,2,1,2,Group,6,10,5,1,1,0,128,0.95,5800,5554.83,23031.73,46063.46,297.1
HB007850,2022-12-07,2023-02-16,2023-02-20,Bangalore,Luxury,Suite,4,3,0,Business,12,2,3,0,0,0,71,0.722,6200,11654.04,22653.86,90615.44,265.38
HB007851,2024-02-04,2024-06-04,2024-06-10,Goa,Budget,Deluxe,6,4,0,Business,2,6,1,0,0,0,121,0.862,8500,5215.62,7327.61,43965.68,-13.79
HB007852,2023-10-18,2024-03-17,2024-03-18,Mumbai,Budget,Suite,1,4,0,Business,10,3,6,1,0,1,151,0.876,7500,4949.98,15408.21,15408.21,105.44
HB007853,2023-02-20,2023-05-20,2023-05-25,Kolkata,Budget,Executive,5,2,1,Business,2,5,5,1,1,0,89,0.95,4800,2938.73,9500.0,47499.99,97.92
HB007854,2022-07-21,2023-01-06,2023-01-11,Hyderabad,Boutique,Standard,5,2,1,Leisure,7,1,4,0,1,0,169,0.95,5500,7425.8,12718.11,63590.56,131.24
HB007855,2023-08-11,2023-10-09,2023-10-15,Delhi,Boutique,Standard,6,3,0,Leisure,8,10,0,0,1,0,59,0.944,6800,9235.0,15576.72,93460.33,129.07
HB007856,2023-10-28,2024-02-26,2024-03-02,Delhi,Business,Suite,5,1,2,Leisure,10,2,0,0,0,1,121,0.763,6800,6382.37,16953.24,84766.19,149.31
HB007857,2024-04-30,2024-06-20,2024-06-23,Chennai,Business,Deluxe,3,2,2,Leisure,4,6,3,0,0,0,51,0.722,5800,5422.77,6968.52,20905.57,20.15
HB007858,2023-01-14,2023-04-10,2023-04-11,Pune,Luxury,Executive,1,4,0,Leisure,1,4,0,0,1,0,86,0.95,5200,10715.17,29771.85,29771.85,472.54
HB007859,2022-11-15,2023-01-26,2023-01-28,Delhi,Luxury,Standard,2,1,1,Leisure,11,1,3,0,1,0,72,0.95,6800,13747.51,22650.5,45301.0,233.1
HB007860,2024-06-16,2024-09-21,2024-09-25,Chennai,Budget,Standard,4,3,0,Business,6,9,5,1,0,0,97,0.834,5800,3193.28,4117.68,16470.73,-29.01
HB007861,2023-09-14,2023-11-30,2023-12-04,Mumbai,Boutique,Executive,4,3,0,Business,9,11,3,0,1,0,77,0.95,7500,10480.71,29000.36,116001.42,286.67
HB007862,2023-09-01,2024-01-30,2024-02-02,Bangalore,Boutique,Suite,3,2,1,Leisure,9,1,1,0,1,0,151,0.95,6200,8313.74,31190.62,93571.85,403.07
HB007863,2024-10-07,2024-10-18,2024-10-19,Delhi,Luxury,Executive,1,3,0,Leisure,10,10,4,0,1,0,11,0.95,6800,12835.13,43497.8,43497.8,539.67
HB007864,2023-02-15,2023-03-01,2023-03-05,Goa,Boutique,Deluxe,4,3,0,Leisure,2,3,2,0,0,0,14,0.777,8500,12756.59,15801.38,63205.53,85.9
HB007865,2023-07-30,2023-12-12,2023-12-18,Delhi,Luxury,Suite,6,4,0,Business,7,12,1,0,1,0,135,0.95,6800,13713.36,42901.38,257408.29,530.9
HB007866,2023-02-28,2023-04-19,2023-04-23,Kolkata,Luxury,Standard,4,3,0,Business,2,4,2,0,1,0,50,0.868,4800,8871.43,13903.79,55615.16,189.66
HB007867,2023-07-01,2023-11-21,2023-11-25,Hyderabad,Business,Deluxe,4,4,0,Leisure,7,11,1,0,1,0,143,0.901,5500,5787.05,11102.98,44411.93,101.87
HB007868,2024-01-07,2024-02-01,2024-02-02,Chennai,Budget,Standard,1,3,0,Business,1,2,3,0,0,0,25,0.803,5800,3570.88,3856.13,3856.13,-33.52
HB007869,2023-02-17,2023-05-27,2023-06-03,Goa,Luxury,Standard,7,4,0,Leisure,2,5,5,1,1,0,99,0.942,8500,16979.33,34914.9,244404.32,310.76
HB007870,2024-04-05,2024-05-13,2024-05-20,Kolkata,Resort,Suite,7,1,0,Leisure,4,5,0,0,1,0,38,0.931,4800,8947.06,28215.7,197509.9,487.83
HB007871,2023-03-20,2023-06-15,2023-06-22,Goa,Business,Deluxe,7,2,2,Business,3,6,3,0,0,0,87,0.717,8500,8890.23,9273.16,64912.1,9.1
HB007872,2024-03-18,2024-07-31,2024-08-07,Bangalore,Luxury,Standard,7,2,0,Business,3,7,2,0,0,0,135,0.806,6200,13196.2,12165.36,85157.49,96.22
HB007873,2023-09-12,2023-09-14,2023-09-21,Goa,Budget,Deluxe,7,2,0,Business,9,9,3,0,0,0,2,0.697,8500,4594.49,7325.22,51276.56,-13.82
HB007874,2024-04-09,2024-06-09,2024-06-11,Delhi,Budget,Suite,2,3,0,Business,4,6,6,1,0,0,61,0.75,6800,4215.24,9952.48,19904.96,46.36
HB007875,2024-01-22,2024-05-19,2024-05-23,Hyderabad,Boutique,Deluxe,4,3,0,Leisure,1,5,6,1,1,0,118,0.95,5500,7007.1,19698.03,78792.11,258.15
HB007876,2024-02-03,2024-06-01,2024-06-05,Goa,Luxury,Deluxe,4,2,2,Business,2,6,5,1,0,0,119,0.811,8500,15692.44,26530.84,106123.37,212.13
HB007877,2024-04-19,2024-09-11,2024-09-15,Hyderabad,Business,Standard,4,1,2,Leisure,4,9,2,0,0,0,145,0.842,5500,5006.86,5436.88,21747.5,-1.15
HB007878,2023-05-31,2023-11-12,2023-11-15,Chennai,Boutique,Deluxe,3,3,0,Leisure,5,11,6,1,1,0,165,0.865,5800,8337.9,20099.97,60299.9,246.55
HB007879,2023-10-05,2024-03-27,2024-04-03,Mumbai,Resort,Executive,7,4,0,Leisure,10,3,2,0,0,0,174,0.851,7500,13820.13,23328.64,163300.46,211.05
HB007880,2023-04-09,2023-07-10,2023-07-12,Goa,Budget,Deluxe,2,4,0,Business,4,7,0,0,0,1,92,0.796,8500,5097.25,8922.46,17844.92,4.97
HB007881,2024-08-18,2024-09-17,2024-09-21,Hyderabad,Business,Standard,4,2,0,Business,8,9,1,0,0,0,30,0.788,5500,5761.55,5917.02,23668.08,7.58
HB007882,2023-08-06,2023-08-17,2023-08-19,Chennai,Budget,Executive,2,3,0,Leisure,8,8,3,0,0,0,11,0.787,5800,3545.89,6517.64,13035.29,12.37
HB007883,2024-05-13,2024-10-18,2024-10-23,Goa,Business,Executive,5,4,0,Leisure,5,10,4,0,1,0,158,0.95,8500,8732.44,22622.0,113109.98,166.14
HB007884,2022-08-31,2023-02-10,2023-02-12,Hyderabad,Resort,Executive,2,3,0,Leisure,8,2,4,0,0,0,163,0.836,5500,10673.66,17433.96,34867.91,216.98
HB007885,2023-07-20,2023-10-26,2023-10-31,Chennai,Boutique,Standard,5,1,1,Leisure,7,10,3,0,1,0,98,0.897,5800,8391.35,13191.79,65958.94,127.44
HB007886,2024-08-06,2024-09-21,2024-09-26,Bangalore,Budget,Executive,5,3,0,Leisure,8,9,5,1,0,0,46,0.826,6200,4056.33,6992.47,34962.37,12.78
HB007887,2024-01-03,2024-04-30,2024-05-07,Goa,Luxury,Executive,7,2,0,Leisure,1,4,1,0,1,0,118,0.95,8500,15814.61,45595.01,319165.05,436.41
HB007888,2024-05-08,2024-06-08,2024-06-14,Goa,Luxury,Executive,6,3,0,Business,5,6,5,1,0,0,31,0.702,8500,17848.27,29047.32,174283.95,241.73
HB007889,2023-09-12,2023-12-16,2023-12-17,Pune,Boutique,Suite,1,2,0,Group,9,12,5,1,1,0,95,0.95,5200,7970.79,31693.75,31693.75,509.5
HB007890,2023-05-07,2023-06-05,2023-06-07,Hyderabad,Business,Executive,2,4,0,Group,5,6,0,0,0,1,29,0.662,5500,5252.84,10523.4,21046.8,91.33
HB007891,2024-04-30,2024-09-30,2024-10-01,Kolkata,Budget,Deluxe,1,1,0,Leisure,4,9,0,0,0,0,153,0.835,4800,2695.7,3986.58,3986.58,-16.95
HB007892,2023-07-08,2023-08-21,2023-08-24,Kolkata,Luxury,Suite,3,2,1,Business,7,8,0,0,0,0,44,0.72,4800,9647.81,17573.28,52719.85,266.11
HB007893,2024-08-14,2024-11-12,2024-11-15,Mumbai,Resort,Deluxe,3,3,0,Leisure,8,11,1,0,1,0,90,0.95,7500,13455.05,30963.13,92889.39,312.84
HB007894,2022-12-28,2023-01-15,2023-01-17,Hyderabad,Budget,Deluxe,2,3,0,Business,12,1,6,1,1,0,18,0.897,5500,3578.53,8888.04,17776.09,61.6
HB007895,2023-07-27,2023-12-07,2023-12-09,Goa,Boutique,Suite,2,2,1,Leisure,7,12,3,0,1,0,133,0.95,8500,12446.82,43135.17,86270.34,407.47
HB007896,2023-05-25,2023-09-03,2023-09-08,Kolkata,Resort,Standard,5,4,0,Leisure,5,9,6,1,0,0,101,0.736,4800,8449.3,9112.37,45561.85,89.84
HB007897,2024-05-12,2024-07-23,2024-07-29,Bangalore,Resort,Deluxe,6,1,0,Business,5,7,1,0,0,0,72,0.801,6200,10264.23,13689.85,82139.08,120.8
HB007898,2024-01-21,2024-05-17,2024-05-19,Bangalore,Budget,Standard,2,3,0,Leisure,1,5,4,0,1,0,117,0.881,6200,3681.79,5954.81,11909.62,-3.95
HB007899,2024-06-25,2024-08-14,2024-08-15,Pune,Boutique,Deluxe,1,4,0,Business,6,8,2,0,0,0,50,0.727,5200,7682.73,8760.96,8760.96,68.48
HB007900,2023-09-18,2024-02-15,2024-02-20,Bangalore,Business,Deluxe,5,4,0,Leisure,9,2,3,0,0,0,150,0.782,6200,5780.72,8076.26,40381.29,30.26
HB007901,2024-06-15,2024-07-24,2024-07-31,Delhi,Business,Deluxe,7,4,0,Group,6,7,2,0,0,0,39,0.84,6800,6244.03,9403.23,65822.6,38.28
HB007902,2024-03-01,2024-07-07,2024-07-08,Hyderabad,Boutique,Executive,1,1,0,Business,3,7,6,1,0,0,128,0.783,5500,8275.17,14407.43,14407.43,161.95
HB007903,2023-10-19,2023-12-15,2023-12-22,Kolkata,Boutique,Executive,7,1,2,Business,10,12,4,0,1,1,57,0.935,4800,7145.96,23748.05,166236.35,394.75
HB007904,2023-07-30,2023-10-09,2023-10-15,Delhi,Luxury,Executive,6,3,0,Group,7,10,0,0,1,0,71,0.95,6800,14138.63,34593.95,207563.7,408.73
HB007905,2023-06-18,2023-11-23,2023-11-25,Mumbai,Boutique,Suite,2,4,0,Leisure,6,11,3,0,1,0,158,0.887,7500,10884.8,32999.38,65998.76,339.99
HB007906,2022-10-13,2023-04-11,2023-04-13,Bangalore,Budget,Executive,2,3,0,Business,10,4,1,0,1,0,180,0.892,6200,3550.41,10038.23,20076.46,61.91
HB007907,2023-01-24,2023-02-14,2023-02-16,Hyderabad,Business,Executive,2,4,0,Business,1,2,1,0,0,0,21,0.751,5500,5372.62,9025.29,18050.58,64.1
HB007908,2023-02-24,2023-08-21,2023-08-27,Hyderabad,Resort,Executive,6,2,1,Group,2,8,0,0,0,0,178,0.835,5500,9189.09,15731.9,94391.39,186.03
HB007909,2024-04-03,2024-05-24,2024-05-30,Delhi,Budget,Deluxe,6,4,0,Leisure,4,5,4,0,1,0,51,0.95,6800,3794.5,8959.61,53757.64,31.76
HB007910,2024-05-06,2024-08-06,2024-08-07,Kolkata,Business,Standard,1,4,0,Group,5,8,1,0,0,0,92,0.757,4800,5069.47,4818.31,4818.31,0.38
HB007911,2022-07-31,2023-01-13,2023-01-20,Delhi,Budget,Standard,7,2,1,Leisure,7,1,4,0,1,0,166,0.95,6800,3853.87,6642.83,46499.84,-2.31
HB007912,2022-09-01,2023-01-21,2023-01-25,Pune,Luxury,Suite,4,2,2,Leisure,9,1,5,1,1,0,142,0.95,5200,10567.52,39929.11,159716.45,667.87
HB007913,2023-10-18,2024-02-09,2024-02-15,Bangalore,Resort,Suite,6,1,2,Business,10,2,4,0,0,0,114,0.848,6200,11270.29,24393.08,146358.5,293.44
HB007914,2023-04-16,2023-05-26,2023-06-01,Chennai,Luxury,Standard,6,2,1,Business,4,5,4,0,1,0,40,0.95,5800,12215.74,19919.05,119514.3,243.43
HB007915,2023-08-06,2023-10-04,2023-10-11,Pune,Luxury,Standard,7,1,1,Leisure,8,10,2,0,1,0,59,0.95,5200,10833.65,17670.31,123692.17,239.81
HB007916,2024-08-03,2024-10-13,2024-10-19,Goa,Business,Executive,6,2,0,Business,8,10,6,1,1,0,71,0.914,8500,9266.56,24779.78,148678.7,191.53
HB007917,2023-04-01,2023-07-25,2023-07-27,Goa,Resort,Executive,2,4,0,Leisure,4,7,1,0,0,1,115,0.749,8500,14829.48,31000.88,62001.76,264.72
HB007918,2023-07-18,2023-11-09,2023-11-14,Pune,Luxury,Standard,5,4,0,Business,7,11,3,0,1,0,114,0.874,5200,9407.25,15415.93,77079.63,196.46
HB007919,2024-05-10,2024-10-30,2024-11-06,Bangalore,Budget,Standard,7,1,2,Leisure,5,10,2,0,1,0,173,0.95,6200,3647.89,5968.26,41777.8,-3.74
HB007920,2024-04-13,2024-08-10,2024-08-15,Delhi,Luxury,Standard,5,4,0,Leisure,4,8,5,1,0,0,119,0.726,6800,14806.72,15142.27,75711.33,122.68
HB007921,2023-08-01,2023-11-09,2023-11-13,Chennai,Resort,Suite,4,3,0,Business,8,11,3,0,1,0,100,0.95,5800,10808.68,33415.8,133663.2,476.13
HB007922,2024-02-09,2024-02-10,2024-02-14,Bangalore,Budget,Standard,4,1,0,Business,2,2,5,1,0,0,1,0.839,6200,3451.29,6375.39,25501.56,2.83
HB007923,2023-03-08,2023-06-04,2023-06-08,Kolkata,Resort,Deluxe,4,2,2,Leisure,3,6,6,1,0,0,88,0.703,4800,8881.71,11069.66,44278.66,130.62
HB007924,2024-01-29,2024-06-26,2024-07-02,Chennai,Resort,Standard,6,2,0,Leisure,1,6,2,0,0,0,149,0.846,5800,10032.22,11176.32,67057.94,92.7
HB007925,2023-12-12,2024-01-22,2024-01-26,Mumbai,Luxury,Deluxe,4,2,0,Business,12,1,0,0,1,0,41,0.95,7500,14783.15,33247.15,132988.58,343.3
HB007926,2023-08-20,2024-01-06,2024-01-11,Mumbai,Business,Standard,5,3,0,Leisure,8,1,5,1,1,0,139,0.95,7500,7351.72,15087.97,75439.83,101.17
HB007927,2023-03-06,2023-03-08,2023-03-15,Hyderabad,Resort,Suite,7,4,0,Leisure,3,3,2,0,0,0,2,0.746,5500,9844.99,24504.15,171529.06,345.53
HB007928,2024-06-26,2024-08-29,2024-09-04,Delhi,Business,Deluxe,6,2,1,Business,6,8,3,0,0,0,64,0.772,6800,7443.32,8676.14,52056.81,27.59
HB007929,2022-12-16,2023-03-25,2023-03-26,Hyderabad,Luxury,Standard,1,3,0,Business,12,3,5,1,0,0,99,0.813,5500,10501.42,14296.76,14296.76,159.94
HB007930,2022-11-16,2023-04-02,2023-04-03,Chennai,Business,Standard,1,3,0,Leisure,11,4,6,1,1,0,137,0.863,5800,6169.98,11240.98,11240.98,93.81
HB007931,2023-01-12,2023-02-09,2023-02-11,Pune,Business,Deluxe,2,3,0,Leisure,1,2,3,0,0,0,28,0.697,5200,5525.49,6576.44,13152.89,26.47
HB007932,2024-03-27,2024-07-22,2024-07-23,Delhi,Boutique,Standard,1,4,0,Leisure,3,7,0,0,0,0,117,0.826,6800,9668.05,10283.18,10283.18,51.22
HB007933,2024-01-18,2024-06-23,2024-06-26,Delhi,Budget,Executive,3,1,1,Leisure,1,6,6,1,0,0,157,0.73,6800,3910.86,7121.76,21365.29,4.73
HB007934,2023-11-14,2024-02-26,2024-03-03,Goa,Resort,Deluxe,6,4,0,Business,11,2,0,0,0,0,104,0.729,8500,15449.52,18490.03,110940.18,117.53
HB007935,2024-11-26,2024-12-10,2024-12-13,Bangalore,Boutique,Suite,3,4,0,Leisure,11,12,1,0,1,0,14,0.881,6200,8982.52,32079.02,96237.06,417.4
HB007936,2023-12-25,2023-12-26,2023-12-29,Bangalore,Luxury,Deluxe,3,2,2,Leisure,12,12,1,0,1,0,1,0.95,6200,11472.29,36633.55,109900.64,490.86
HB007937,2023-08-07,2024-01-17,2024-01-23,Delhi,Budget,Deluxe,6,4,0,Business,8,1,2,0,1,0,163,0.888,6800,3846.17,7783.69,46702.14,14.47
HB007938,2022-12-04,2023-05-22,2023-05-25,Delhi,Resort,Standard,3,3,0,Business,12,5,0,0,1,0,169,0.895,6800,13188.97,19918.93,59756.8,192.93
HB007939,2023-01-02,2023-06-18,2023-06-21,Chennai,Luxury,Executive,3,3,0,Leisure,1,6,6,1,0,0,167,0.821,5800,12505.42,22711.9,68135.7,291.58
HB007940,2024-05-07,2024-09-25,2024-09-26,Pune,Business,Suite,1,2,0,Business,5,9,2,0,0,0,141,0.732,5200,5418.78,9354.77,9354.77,79.9
HB007941,2024-02-10,2024-05-31,2024-06-04,Goa,Luxury,Executive,4,2,0,Business,2,5,4,0,1,0,111,0.95,8500,16642.22,44145.19,176580.77,419.36
HB007942,2023-05-10,2023-09-12,2023-09-17,Mumbai,Boutique,Deluxe,5,1,0,Leisure,5,9,1,0,0,0,125,0.821,7500,9494.24,13596.96,67984.82,81.29
HB007943,2023-08-16,2024-01-18,2024-01-22,Chennai,Budget,Deluxe,4,1,2,Business,8,1,3,0,1,0,155,0.95,5800,3639.89,7636.34,30545.35,31.66
HB007944,2022-09-12,2023-03-10,2023-03-16,Kolkata,Budget,Deluxe,6,1,2,Leisure,9,3,4,0,0,0,179,0.719,4800,2743.68,3225.89,19355.34,-32.79
HB007945,2024-07-09,2024-11-19,2024-11-24,Kolkata,Resort,Suite,5,3,0,Leisure,7,11,1,0,1,0,133,0.937,4800,8828.43,26944.89,134724.43,461.35
HB007946,2023-08-29,2023-12-04,2023-12-09,Kolkata,Resort,Executive,5,1,0,Group,8,12,0,0,1,0,97,0.95,4800,9054.14,22024.6,110123.0,358.85
HB007947,2024-08-18,2024-12-12,2024-12-14,Hyderabad,Resort,Standard,2,3,0,Business,8,12,3,0,1,0,116,0.95,5500,9635.37,17242.02,34484.05,213.49
HB007948,2023-03-13,2023-05-25,2023-05-28,Delhi,Boutique,Standard,3,3,0,Business,3,5,3,0,1,0,73,0.902,6800,8733.51,15196.24,45588.73,123.47
HB007949,2023-03-04,2023-03-27,2023-04-02,Bangalore,Resort,Executive,6,2,1,Business,3,3,0,0,0,0,23,0.779,6200,12250.53,19775.49,118652.94,218.96
HB007950,2024-04-15,2024-07-22,2024-07-25,Kolkata,Budget,Executive,3,4,0,Business,4,7,0,0,0,0,98,0.743,4800,3020.95,4432.61,13297.84,-7.65
